PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Lot_Frontage_%,Living_Area_%of_Lot,Interior_Area_%of_Lot,1stFlr_%of_Living_Area,Total_Bathrooms_prorated,Kitchens_prorated,Home_Age,Yrs_Since_Remodel
905479110,1164,125000,190,RL,68.0,10880,Pave,No Alley Access,3,Lvl,1,Inside,0,Edwards,Norm,Norm,2fmCon,1Story,4,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,2,CBlock,3,3,1,5,1040.0,1,0.0,124.0,1164.0,GasW,2,N,3,1164,0,0,1.0,0.0,1,0,3,1,2,5,6,0,0,Detchd,1950.0,1,1.0,240.0,3,3,2,0,48,0,0,0,0,0,0,No Misc Feature,0,8,2008,ConLD,Normal,0.00625,0.10698529411764705,0.23602941176470588,1.0,1.75,0.6000000000000001,58,58
907187040,1873,235500,60,RL,47.0,10820,Pave,No Alley Access,1,Lvl,1,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,1999,1999,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,2,2,PConc,4,3,4,6,342.0,1,0.0,646.0,988.0,GasA,4,Y,3,988,885,0,0.0,0.0,2,1,3,1,3,7,6,1,3,Attchd,1999.0,2,2.0,597.0,3,3,2,202,123,0,0,0,0,0,0,No Misc Feature,0,3,2007,WD ,Normal,0.004343807763401109,0.17310536044362293,0.31959334565619224,0.5274959957287774,2.875,0.8,8,8
909451040,1032,115000,160,RM,24.0,1733,Pave,No Alley Access,3,Lvl,1,Inside,0,Blueste,Norm,Norm,Twnhs,2Story,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,2,CBlock,3,3,1,1,0.0,1,0.0,516.0,516.0,GasA,2,Y,3,516,516,0,0.0,0.0,1,0,2,1,2,5,6,1,3,Detchd,1980.0,1,2.0,452.0,3,3,2,279,0,0,0,0,0,0,4,No Misc Feature,0,5,2009,WD ,Normal,0.013848817080207732,0.5954991344489324,1.154068090017311,0.5,1.0,0.6000000000000001,29,29
905475160,1089,125000,20,RL,62.0,7440,Pave,No Alley Access,3,Lvl,1,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,1,2,CBlock,4,3,1,4,173.0,1,0.0,916.0,1089.0,GasW,2,Y,3,1089,0,0,1.0,0.0,1,0,3,1,2,5,6,1,4,Detchd,1954.0,2,1.0,252.0,3,3,1,328,0,0,0,0,0,0,3,No Misc Feature,0,9,2009,WD ,Normal,0.008333333333333333,0.14637096774193548,0.32661290322580644,1.0,1.75,0.6000000000000001,55,55
534250370,2715,299800,60,RL,57.32776775233945,8963,Pave,No Alley Access,2,Lvl,1,Inside,0,NWAmes,Norm,Norm,1Fam,2Story,7,8,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,3,3,CBlock,3,4,1,6,575.0,5,80.0,487.0,1142.0,GasA,4,Y,3,1175,1540,0,0.0,1.0,3,1,4,1,3,11,6,2,3,BuiltIn,1994.0,3,2.0,831.0,3,3,2,0,204,0,0,0,0,0,0,No Misc Feature,0,7,2008,WD ,Normal,0.006396046831679064,0.30291197143813453,0.5230391609952025,0.43278084714548803,3.875,0.8,32,12
905377010,1229,135000,20,RL,125.34159351183654,17140,Pave,No Alley Access,3,Lvl,1,Inside,0,Edwards,Norm,Norm,1Fam,1Story,3,5,1956,1956,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,CBlock,3,3,1,5,1059.0,1,0.0,75.0,1134.0,GasA,4,Y,2,1229,0,0,0.0,0.0,1,0,3,1,2,6,6,0,0,Attchd,1956.0,2,1.0,284.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,4,2009,WD ,Normal,0.0073128117568166005,0.07170361726954493,0.1544340723453909,1.0,1.0,0.6000000000000001,53,53
908208020,1121,140000,20,RM,80.0,8546,Pave,No Alley Access,3,Lvl,1,Corner,0,Edwards,Norm,Norm,1Fam,1Story,3,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,PConc,4,3,1,1,0.0,1,0.0,1121.0,1121.0,GasA,4,Y,3,1121,0,0,0.0,0.0,2,0,2,1,2,5,6,0,0,Attchd,2003.0,2,2.0,440.0,3,3,2,132,64,0,0,0,0,0,0,No Misc Feature,0,3,2010,WD ,Normal,0.00936110461034402,0.13117247835244558,0.3138310320617833,1.0,2.0,0.6000000000000001,7,6
531479020,784,76000,45,RH,60.0,9000,Pave,No Alley Access,3,Lvl,1,Corner,0,SawyerW,Norm,Norm,1Fam,1.5Unf,5,2,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,1,2,BrkTil,2,2,1,1,0.0,1,0.0,784.0,784.0,GasA,2,N,2,784,0,0,0.0,0.0,1,0,2,1,2,5,6,0,0,Detchd,1950.0,1,2.0,360.0,2,2,0,0,0,91,0,0,0,0,0,No Misc Feature,0,10,2009,WD ,Normal,0.006666666666666667,0.08711111111111111,0.21422222222222223,1.0,1.0,0.6000000000000001,81,59
909428280,1902,335000,20,RL,100.0,17500,Pave,No Alley Access,3,Lvl,1,Inside,0,Crawfor,PosA,Norm,1Fam,1Story,6,7,1959,2002,Gable,CompShg,BrkFace,HdBoard,No Veneer,0.0,2,3,PConc,4,3,3,6,1406.0,1,0.0,496.0,1902.0,GasA,2,Y,3,1902,0,0,1.0,0.0,2,0,3,1,4,7,6,2,3,Attchd,1959.0,3,2.0,567.0,3,3,2,0,207,162,0,0,0,0,0,No Misc Feature,0,5,2010,WD ,Normal,0.005714285714285714,0.10868571428571429,0.24977142857142856,1.0,2.75,1.0,51,8
535454070,1385,166000,50,RL,71.0,8520,Pave,No Alley Access,3,Lvl,1,Corner,0,NAmes,Artery,Norm,1Fam,1.5Fin,4,3,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,No Veneer,0.0,1,1,CBlock,3,3,1,3,507.0,1,0.0,403.0,910.0,GasA,1,Y,3,910,475,0,0.0,0.0,2,0,4,1,2,6,6,0,0,Detchd,2000.0,1,2.0,720.0,3,3,2,0,0,0,0,0,0,0,3,No Misc Feature,0,6,2010,WD ,Normal,0.008333333333333333,0.16255868544600938,0.3538732394366197,0.6570397111913358,2.0,0.6000000000000001,58,58
535304020,1008,139500,20,RL,66.0,12778,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1952,2003,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,2,CBlock,3,3,1,6,658.0,1,0.0,350.0,1008.0,GasA,4,Y,2,1008,0,0,1.0,0.0,1,0,2,1,2,4,6,0,0,Attchd,1952.0,2,1.0,280.0,3,3,2,0,154,0,0,0,0,0,3,No Misc Feature,0,1,2006,WD ,Normal,0.005165127562998905,0.07888558459852872,0.17968383158553763,1.0,1.75,0.6000000000000001,54,3
527131110,1682,247900,120,RL,45.0,6264,Pave,No Alley Access,2,Lvl,1,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,7,4,1997,1997,Gable,CompShg,CemntBd,CmentBd,No Veneer,0.0,2,2,PConc,5,3,2,6,656.0,1,0.0,1008.0,1664.0,GasA,4,Y,3,1682,0,0,1.0,0.0,1,1,1,1,3,6,5,1,3,Attchd,1997.0,3,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,7,2008,WD ,Normal,0.007183908045977011,0.26851851851851855,0.6184546615581098,1.0,2.625,0.8,11,11
534403280,1251,160000,20,RL,80.0,8800,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,1,2,CBlock,3,3,1,4,553.0,1,0.0,698.0,1251.0,GasA,2,Y,3,1251,0,0,1.0,0.0,1,0,3,1,2,6,6,2,4,Attchd,1964.0,2,1.0,461.0,3,3,2,0,116,0,0,0,0,0,3,Shed,700,3,2006,WD ,Normal,0.00909090909090909,0.1421590909090909,0.3367045454545455,1.0,1.75,0.6000000000000001,42,42
527107040,1572,168000,60,RL,66.28862936352182,10364,Pave,No Alley Access,2,Lvl,1,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,1995,1996,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,2,PConc,4,3,1,1,0.0,1,0.0,806.0,806.0,GasA,3,Y,3,806,766,0,0.0,0.0,2,1,3,1,2,7,6,1,3,BuiltIn,1995.0,3,2.0,373.0,3,3,2,0,40,0,0,0,0,0,0,No Misc Feature,0,5,2007,WD ,Normal,0.006396046831679064,0.15167888846005403,0.2654380548050946,0.5127226463104325,2.875,0.6000000000000001,12,11
907270040,2452,267000,60,RL,66.0,16226,Pave,No Alley Access,0,Lvl,1,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,1998,1999,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,2,2,PConc,4,3,1,6,281.0,1,0.0,747.0,1028.0,GasA,4,Y,3,1210,1242,0,0.0,0.0,2,1,4,1,3,9,6,1,3,BuiltIn,1998.0,3,2.0,683.0,3,3,2,208,50,0,0,0,0,0,0,No Misc Feature,0,5,2007,WD ,Normal,0.004067545913965241,0.1511154936521632,0.25656353999753484,0.4934747145187602,2.875,0.8,9,8
903455140,1040,127500,30,RM,60.0,7200,Pave,No Alley Access,3,Lvl,1,Corner,0,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1925,1992,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,CBlock,3,3,1,1,0.0,1,0.0,1040.0,1040.0,GasA,3,Y,3,1040,0,0,0.0,0.0,1,0,2,1,2,5,6,0,0,Detchd,1993.0,1,2.0,320.0,3,3,2,0,132,0,0,0,0,0,0,No Misc Feature,0,7,2008,WD ,Normal,0.008333333333333333,0.14444444444444443,0.3333333333333333,1.0,1.0,0.6000000000000001,83,16
907180040,1786,204750,60,RL,69.0,9337,Pave,No Alley Access,2,Lvl,1,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,5,4,1997,1997,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,3,PConc,4,3,1,6,648.0,1,0.0,176.0,824.0,GasA,4,Y,3,905,881,0,1.0,0.0,2,1,3,1,3,7,6,0,0,Attchd,1997.0,2,2.0,684.0,3,3,2,0,162,0,0,0,0,0,0,No Misc Feature,0,5,2007,WD ,Normal,0.007389953946663811,0.19128199635857343,0.35278997536682016,0.5067189249720044,3.625,0.8,10,10
528106020,2402,555000,20,RL,105.0,15431,Pave,No Alley Access,3,Lvl,1,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,9,4,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,3,2,PConc,5,3,4,6,1767.0,5,539.0,788.0,3094.0,GasA,4,Y,3,2402,0,0,1.0,0.0,2,0,2,1,4,10,6,2,4,Attchd,2008.0,3,3.0,672.0,3,3,2,0,72,0,0,170,0,0,0,No Misc Feature,0,4,2009,WD ,Normal,0.006804484479294926,0.1556606830406325,0.3997148596980105,1.0,2.75,1.0,1,1
528228285,1145,160000,120,RL,43.0,3203,Pave,No Alley Access,3,Lvl,1,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,6,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,2,2,PConc,4,3,3,6,16.0,1,0.0,1129.0,1145.0,GasA,4,Y,3,1145,0,0,0.0,0.0,2,0,2,1,3,6,6,0,0,Attchd,2006.0,3,2.0,437.0,3,3,2,100,116,0,0,0,0,0,0,No Misc Feature,0,1,2010,WD ,Normal,0.013424914142990947,0.35747736497034033,0.8513893225101468,1.0,2.0,0.8,4,4
907262080,1909,197000,60,RL,70.0,8726,Pave,No Alley Access,3,Lvl,1,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,872.0,872.0,GasA,4,Y,3,872,1037,0,0.0,0.0,2,1,4,1,3,8,6,0,0,BuiltIn,2002.0,2,2.0,529.0,3,3,2,0,108,0,0,0,0,0,0,No Misc Feature,0,9,2006,WD ,Normal,0.008022003208801283,0.21877148750859501,0.3793261517304607,0.4567836563645888,2.875,0.8,4,4
923225260,2521,151400,160,RM,42.0,3964,Pave,No Alley Access,3,Lvl,1,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1973,1973,Gable,CompShg,CemntBd,CmentBd,No Veneer,0.0,1,2,CBlock,4,3,1,5,837.0,1,0.0,105.0,942.0,GasA,3,Y,3,1291,1230,0,1.0,0.0,2,1,5,1,2,10,2,1,4,Attchd,1973.0,3,2.0,576.0,3,3,2,728,20,0,0,0,0,0,4,No Misc Feature,0,6,2006,WD ,Normal,0.010595358224016145,0.6359737638748738,1.018920282542886,0.5120983736612456,3.625,0.6000000000000001,33,33
535383060,599,59000,30,RL,90.0,5400,Pave,No Alley Access,3,Lvl,1,Inside,0,OldTown,Artery,Norm,1Fam,1Story,1,4,1940,1950,Gable,CompShg,Stucco,Stucco,No Veneer,0.0,0,2,PConc,2,3,1,1,0.0,1,0.0,416.0,416.0,GasA,3,N,2,599,0,0,1.0,0.0,1,0,2,1,3,4,6,0,0,No Garage,1940.0,0,0.0,0.0,0,0,0,0,81,0,0,0,0,0,0,No Misc Feature,0,6,2009,WD ,Normal,0.016666666666666666,0.11092592592592593,0.18796296296296297,1.0,1.75,0.8,69,59
527453050,1548,146000,160,RL,24.0,2308,Pave,No Alley Access,3,Lvl,1,FR2,0,NPkVill,Norm,Norm,TwnhsE,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Brk Cmn,No Veneer,0.0,1,2,CBlock,4,3,1,5,306.0,1,0.0,498.0,804.0,GasA,2,Y,3,804,744,0,0.0,0.0,2,1,3,1,2,7,6,1,3,Detchd,1976.0,2,2.0,440.0,3,3,2,108,0,0,0,0,0,0,0,No Misc Feature,0,9,2009,WD ,Normal,0.010398613518197574,0.6707105719237435,1.2097053726169844,0.5193798449612403,2.875,0.6000000000000001,33,33
527107030,1498,187500,60,RL,42.005855499646984,13031,Pave,No Alley Access,1,Lvl,1,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,1995,1996,Gable,CompShg,HdBoard,HdBoard,No Veneer,0.0,1,2,PConc,4,3,1,5,592.0,1,0.0,99.0,691.0,GasA,3,Y,3,691,807,0,0.0,0.0,2,1,3,1,2,6,6,1,3,Attchd,1995.0,3,2.0,409.0,3,3,2,315,44,0,0,0,0,0,0,No Misc Feature,0,7,2006,WD ,Normal,0.0032235327679876434,0.11495664185404036,0.19937073133297523,0.4612817089452603,2.875,0.6000000000000001,11,10
903236130,2264,200000,70,RM,47.0,7755,Pave,No Alley Access,3,Lvl,1,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,7,1918,1995,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,1,3,CBlock,3,3,1,1,0.0,1,0.0,1100.0,1100.0,GasA,4,Y,2,1100,1164,0,0.0,0.0,2,1,4,1,2,8,6,0,0,Detchd,1950.0,1,1.0,408.0,3,3,2,0,152,0,0,0,0,0,3,No Misc Feature,0,5,2007,WD ,Normal,0.006060606060606061,0.29194068343004514,0.4863958736299162,0.48586572438162545,2.875,0.6000000000000001,89,12
534450180,858,116500,20,RL,50.0,7207,Pave,No Alley Access,2,Lvl,1,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,4,6,1958,2008,Gable,CompShg,Wd Sdng,Plywood,No Veneer,0.0,1,3,CBlock,3,3,4,4,696.0,1,0.0,162.0,858.0,GasA,3,Y,3,858,0,0,1.0,0.0,1,0,2,1,2,4,6,0,0,No Garage,1958.0,0,0.0,0.0,0,0,2,117,0,0,0,0,0,0,0,No Misc Feature,0,2,2010,WD ,Normal,0.006937699458859442,0.11905092271402803,0.23810184542805607,1.0,1.75,0.6000000000000001,52,2
528275080,1889,215000,60,RL,55.376973468677335,8658,Pave,No Alley Access,2,Lvl,1,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,2000,2000,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,2,PConc,4,3,1,5,732.0,1,0.0,250.0,982.0,GasA,4,Y,3,1008,881,0,0.0,0.0,2,1,3,1,2,9,6,1,3,Attchd,2000.0,3,2.0,431.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,4,2006,WD ,Normal,0.006396046831679064,0.21817971817971818,0.3813813813813814,0.5336156696664902,2.875,0.6000000000000001,6,6
909428340,1488,215000,20,RL,138.02029458080253,21579,Pave,No Alley Access,2,Lvl,1,CulDSac,0,Crawfor,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,BrkFace,No Veneer,0.0,1,2,PConc,4,3,1,4,813.0,1,0.0,675.0,1488.0,GasA,4,Y,3,1488,0,0,0.0,1.0,2,0,3,1,2,7,6,2,4,Attchd,1968.0,2,2.0,552.0,3,3,2,0,0,216,0,0,0,0,0,No Misc Feature,0,9,2007,CWD,Normal,0.006396046831679064,0.06895592937578202,0.16349228416516057,1.0,2.0,0.6000000000000001,39,39
528441080,1694,307000,20,RL,75.0,10084,Pave,No Alley Access,3,Lvl,1,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,4,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,2,2,PConc,5,3,3,6,1369.0,1,0.0,317.0,1686.0,GasA,4,Y,3,1694,0,0,1.0,0.0,2,0,3,1,3,7,6,1,4,Attchd,2004.0,2,2.0,636.0,3,3,2,255,57,0,0,0,0,0,0,No Misc Feature,0,8,2007,WD ,Normal,0.007437524791749306,0.16798889329631098,0.3982546608488695,1.0,2.75,0.8,3,2
527105130,2283,270000,60,RL,75.42218423915952,11792,Pave,No Alley Access,2,Lvl,1,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,4,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,2,2,PConc,4,3,4,6,850.0,1,0.0,158.0,1008.0,GasA,4,Y,3,1008,1275,0,0.0,0.0,2,1,4,1,3,9,6,1,4,BuiltIn,2003.0,3,3.0,632.0,3,3,2,120,46,0,0,0,0,0,0,No Misc Feature,0,8,2009,WD ,Normal,0.006396046831679064,0.19360583446404342,0.3326831750339213,0.44152431011826543,2.875,0.8,6,6
907175060,1494,217000,20,RL,79.0,9236,Pave,No Alley Access,2,Lvl,1,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,4,1997,1997,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,1,3,PConc,4,3,4,6,1200.0,1,0.0,279.0,1479.0,GasA,4,Y,3,1494,0,0,1.0,0.0,2,0,3,1,3,6,6,0,0,Attchd,1997.0,2,2.0,576.0,3,3,2,168,27,0,0,0,0,0,0,No Misc Feature,0,7,2006,WD ,Normal,0.008553486357730618,0.1617583369423993,0.3842572542226072,1.0,2.75,0.8,9,9
908228010,865,108500,40,RL,62.0,10042,Pave,No Alley Access,3,Bnk,1,Corner,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,1,2,BrkTil,3,3,1,2,144.0,5,278.0,238.0,660.0,GasA,2,Y,3,740,125,0,1.0,0.0,1,0,2,1,2,4,6,1,4,Detchd,1920.0,1,1.0,216.0,3,3,2,0,0,84,0,0,0,0,0,No Misc Feature,0,8,2007,WD ,Normal,0.006174068910575582,0.0861382194781916,0.17337183827922725,0.8554913294797688,1.75,0.6000000000000001,87,12
905480180,1340,120000,20,RL,60.0,9060,Pave,No Alley Access,3,Lvl,1,Inside,0,Edwards,Artery,Norm,1Fam,1Story,4,5,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,1,2,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,3,1340,0,0,0.0,0.0,1,0,3,1,2,7,6,1,4,Attchd,1957.0,2,1.0,252.0,3,3,2,116,0,0,180,0,0,0,3,No Misc Feature,0,6,2007,WD ,Normal,0.006622516556291391,0.1479028697571744,0.17571743929359823,1.0,1.0,0.6000000000000001,50,1
534201240,1464,141000,60,RL,73.0,8814,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Feedr,Norm,1Fam,2Story,4,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,No Veneer,0.0,1,2,CBlock,3,3,1,2,732.0,1,0.0,0.0,732.0,GasA,4,Y,3,732,732,0,0.0,0.0,1,1,4,1,2,7,6,0,0,Attchd,1968.0,1,2.0,470.0,3,3,2,0,40,0,0,0,0,0,0,No Misc Feature,0,6,2008,WD ,Normal,0.008282278193782619,0.16609938733832538,0.30247333787156794,0.5,1.875,0.6000000000000001,40,40
528441020,1971,253000,60,RL,75.0,9675,Pave,No Alley Access,3,Lvl,1,Inside,0,Somerst,Norm,Norm,1Fam,2Story,6,4,2005,2005,Gable,CompShg,VinylSd,VinylSd,No Veneer,0.0,2,2,PConc,4,3,2,6,341.0,1,0.0,772.0,1113.0,GasA,4,Y,3,1113,858,0,0.0,0.0,2,1,3,1,3,8,6,1,4,Attchd,2005.0,2,2.0,689.0,3,3,2,0,48,0,0,0,0,0,0,No Misc Feature,0,2,2009,WD ,Normal,0.007751937984496124,0.20372093023255813,0.3899741602067183,0.5646879756468798,2.875,0.8,4,4
527164090,1481,174000,60,RL,65.0,8125,Pave,No Alley Access,3,Lvl,1,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,5,4,1994,1995,Gable,CompShg,HdBoard,HdBoard,No Veneer,0.0,1,2,PConc,4,3,1,1,0.0,1,0.0,702.0,702.0,GasA,3,Y,3,702,779,0,0.0,0.0,2,1,3,1,2,6,6,1,3,Attchd,1994.0,3,2.0,343.0,3,3,2,0,36,0,0,0,0,0,0,No Misc Feature,0,3,2009,WD ,Normal,0.008,0.1822769230769231,0.3108923076923077,0.47400405131667794,2.875,0.6000000000000001,15,14
909277070,1374,110000,50,RL,59.22739366134813,9260,Pave,Grvl,2,HLS,1,Inside,0,Crawfor,Feedr,Norm,1Fam,1.5Fin,4,3,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No Veneer,0.0,1,2,BrkTil,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,2,Y,1,932,442,0,0.0,0.0,1,0,3,1,2,6,6,0,0,Detchd,1938.0,1,1.0,225.0,3,3,2,64,0,0,0,100,0,0,0,No Misc Feature,0,3,2008,WD ,Normal,0.006396046831679064,0.14838012958963284,0.2681425485961123,0.6783114992721979,1.0,0.6000000000000001,70,58
534400060,1425,180500,20,RL,100.0,10175,Pave,No Alley Access,2,Lvl,1,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,1,2,CBlock,3,3,1,4,490.0,1,0.0,935.0,1425.0,GasA,3,Y,3,1425,0,0,0.0,0.0,2,0,3,1,2,7,6,1,4,Attchd,1964.0,2,2.0,576.0,3,3,2,0,0,0,407,0,0,0,0,No Misc Feature,0,7,2008,WD ,Normal,0.009828009828009828,0.14004914004914004,0.33670761670761673,1.0,2.0,0.6000000000000001,44,44
907290210,848,140000,120,RM,36.22920767199731,4435,Pave,No Alley Access,3,Lvl,1,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,5,4,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,2,2,PConc,4,3,3,6,685.0,1,0.0,163.0,848.0,GasA,4,Y,3,848,0,0,1.0,0.0,1,0,1,1,3,4,6,0,0,Attchd,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,No Misc Feature,0,5,2009,WD ,Normal,0.008168930703945278,0.19120631341600902,0.4771138669673055,1.0,1.75,0.8,6,6
906204150,2329,262280,60,RL,86.0,11839,Pave,No Alley Access,3,Lvl,1,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,4,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,1,2,PConc,4,3,1,6,1085.0,1,0.0,390.0,1475.0,GasA,4,Y,3,1532,797,0,1.0,0.0,2,1,4,1,3,10,6,1,5,Attchd,1990.0,1,2.0,514.0,3,3,2,192,121,0,0,0,0,0,0,No Misc Feature,0,5,2008,WD ,Normal,0.007264127037756567,0.1967226961736633,0.3647267505701495,0.6577930442249893,3.625,0.8,18,18
531451150,1266,128000,160,RL,50.0,8012,Pave,No Alley Access,3,Lvl,1,Inside,0,SawyerW,Norm,Norm,TwnhsE,2Story,5,4,1980,1980,Gable,CompShg,Plywood,Plywood,No Veneer,0.0,1,2,CBlock,3,3,1,1,0.0,1,0.0,630.0,630.0,GasA,4,Y,3,630,636,0,0.0,0.0,1,1,2,1,2,5,6,2,3,Attchd,1980.0,2,1.0,283.0,3,3,2,340,0,0,0,0,0,0,3,No Misc Feature,0,7,2007,WD ,Normal,0.006240639041437843,0.1580129805292062,0.2719670494258612,0.4976303317535545,1.875,0.6000000000000001,27,27
528181080,1370,202500,120,RL,44.0,6442,Pave,No Alley Access,2,Lvl,1,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,2,2,PConc,4,4,2,6,24.0,1,0.0,1346.0,1370.0,GasA,4,Y,3,1370,0,0,0.0,0.0,2,0,2,1,3,6,6,1,4,Attchd,2006.0,2,2.0,484.0,3,3,2,120,49,0,0,0,0,0,0,No Misc Feature,0,10,2007,WD ,Normal,0.006830176963675877,0.21266687364172618,0.500465693883887,1.0,2.0,0.8,1,1
535106140,912,114500,20,RL,70.0,10150,Pave,No Alley Access,3,Lvl,1,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,4,4,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,1,2,CBlock,3,3,1,3,456.0,1,0.0,456.0,912.0,GasA,4,Y,2,912,0,0,0.0,0.0,1,0,2,1,2,5,6,0,0,Attchd,1958.0,2,1.0,275.0,3,3,2,0,0,0,0,0,0,0,0,No Misc Feature,0,7,2007,COD,Normal,0.006896551724137931,0.08985221674876848,0.20679802955665025,1.0,1.0,0.6000000000000001,49,49
